source_city,target_city,edge_weight,shared_projects
Bengaluru,Hsinchu,7,7
Auckland,Barcelona,7,7
Paris,Turin,7,7
Brussels,Chengdu,7,7
Mumbai,Turin,7,7
Chennai,Guangzhou,7,7
Dallas,Kolkata,7,7
Barcelona,Edmonton,7,7
Houston,Xi'an,7,7
Atlanta,Cape Town,7,7
Moscow,Oxford,7,7
Frankfurt,Guangzhou,7,7
Grenoble,Singapore,7,7
Phoenix,Stockholm,7,7
Rome,San Jose,7,7
Ho Chi Minh City,Sunnyvale,7,7
Buenos Aires,Philadelphia,7,7
Buenos Aires,Nanjing,7,7
Buenos Aires,Prague,7,7
Buenos Aires,Pune,7,7
Dubai,Xi'an,7,7
Redmond,Salt Lake City,7,7
Cape Town,Palo Alto,7,7
Cape Town,Warsaw,7,7
Ho Chi Minh City,Sao Paulo,7,7
Chennai,Nairobi,7,7
Dallas,Helsinki,7,7
Phoenix,Washington,7,7
Amsterdam,Gothenburg,7,7
Gothenburg,San Jose,7,7
Rio de Janeiro,Shenzhen,7,7
Dallas,Guangzhou,7,7
Dallas,Delft,7,7
Gothenburg,Munich,7,7
Abu Dhabi,Barcelona,7,7
Dublin,Oxford,7,7
Beijing,Krakow,7,7
Edmonton,Melbourne,7,7
Daejeon,New York,7,7
Abu Dhabi,Lyon,7,7
Auckland,Rome,7,7
Brussels,Mumbai,7,7
Ann Arbor,Houston,7,7
Delft,Pune,7,7
Rio de Janeiro,Stockholm,7,7
Delft,Taipei,7,7
Dallas,San Diego,7,7
Rio de Janeiro,Taipei,7,7
Edinburgh,Taipei,7,7
Bangkok,Budapest,7,7
Buenos Aires,Raleigh,7,7
Haifa,Tokyo,7,7
Cologne,Hangzhou,7,7
Moscow,Oslo,7,7
Brisbane,Stuttgart,7,7
Brussels,Xi'an,7,7
Chennai,Wuhan,7,7
Canberra,New York,7,7
Portland,Toulouse,7,7
Ho Chi Minh City,San Jose,7,7
Chengdu,Philadelphia,7,7
Athens,Lyon,7,7
Oslo,Washington,7,7
Brussels,San Jose,7,7
Munich,Salt Lake City,7,7
Montreal,Phoenix,7,7
Chennai,Perth,7,7
Oslo,Sao Paulo,7,7
Hong Kong,Kuala Lumpur,7,7
Melbourne,Salt Lake City,7,7
Melbourne,Nairobi,7,7
Cupertino,Vienna,7,7
Madrid,Wuhan,7,7
Kuala Lumpur,Warsaw,7,7
Abu Dhabi,Sunnyvale,7,7
Madrid,Nairobi,7,7
Athens,Hamburg,7,7
Edmonton,Shenzhen,7,7
Austin,Kuala Lumpur,7,7
Austin,Gothenburg,7,7
Geneva,Sydney,7,7
Manchester,Raleigh,7,7
Athens,Istanbul,7,7
Athens,Chengdu,7,7
Athens,Boulder,7,7
Manchester,Mumbai,7,7
Haifa,San Francisco,7,7
New Delhi,Toulouse,7,7
Philadelphia,Xi'an,7,7
Manchester,Melbourne,7,7
Brussels,Copenhagen,7,7
San Diego,Waterloo,7,7
Austin,Saint Petersburg,7,7
Minneapolis,Sydney,7,7
Daejeon,Tokyo,7,7
Helsinki,Pittsburgh,7,7
Cape Town,Hong Kong,7,7
Ankara,Rome,7,7
Gothenburg,Moscow,7,7
Chicago,Salt Lake City,7,7
Cupertino,Warsaw,7,7
Edinburgh,Vienna,7,7
Seattle,Tianjin,7,7
Gothenburg,Vancouver,7,7
Oslo,Redmond,7,7
Istanbul,Wuhan,7,7
Cape Town,New Delhi,7,7
Brisbane,Redmond,7,7
Istanbul,Santiago,7,7
Gothenburg,Singapore,7,7
Gothenburg,Shenzhen,7,7
Brisbane,Lyon,7,7
Milan,Xi'an,7,7
Gothenburg,Melbourne,7,7
Edmonton,Paris,7,7
Guangzhou,Lagos,7,7
Toulouse,Vancouver,7,7
New Delhi,Phoenix,7,7
Cupertino,Xi'an,7,7
New Delhi,Perth,7,7
Istanbul,San Diego,7,7
Brussels,Taipei,7,7
Dublin,Salt Lake City,7,7
Brussels,Mountain View,7,7
Cairo,Pittsburgh,7,7
Oslo,Toulouse,7,7
Istanbul,Rome,7,7
Istanbul,Portland,7,7
Lyon,Palo Alto,7,7
Hangzhou,Toulouse,7,7
Abu Dhabi,Kolkata,7,7
Boulder,Delhi,7,7
Kuala Lumpur,Madrid,7,7
Melbourne,Tianjin,7,7
Gothenburg,Seoul,7,7
Delhi,Helsinki,7,7
Budapest,Suzhou,7,7
Kyoto,Shenzhen,7,7
Dublin,Ho Chi Minh City,7,7
Buenos Aires,Sunnyvale,7,7
Hong Kong,Oslo,7,7
Dublin,Oslo,7,7
Bengaluru,Riyadh,7,7
Boulder,Perth,7,7
Ankara,Hyderabad,7,7
Minneapolis,Warsaw,7,7
Ho Chi Minh City,Miami,7,7
Mexico City,Stockholm,7,7
Ottawa,Sunnyvale,7,7
Ottawa,Wuhan,7,7
Ottawa,Philadelphia,7,7
Dallas,Phoenix,7,7
Mexico City,Toronto,7,7
Hanoi,Moscow,7,7
Oxford,Prague,7,7
Helsinki,New Delhi,7,7
Hangzhou,Heidelberg,7,7
Atlanta,Edinburgh,7,7
Boston,Mexico City,7,7
Phoenix,Vienna,7,7
Cairo,Chengdu,7,7
Hangzhou,Salt Lake City,7,7
Bristol,Milan,7,7
Boulder,Waterloo,7,7
Grenoble,Shanghai,7,7
Hong Kong,Osaka,7,7
Lyon,Oslo,7,7
Buenos Aires,Dubai,7,7
Manchester,Taipei,7,7
Denver,Phoenix,7,7
Houston,Lyon,7,7
Edmonton,Singapore,7,7
Hanoi,Istanbul,7,7
Frankfurt,Milan,7,7
Athens,Auckland,7,7
Auckland,Ottawa,7,7
Auckland,Suzhou,7,7
Jakarta,New Delhi,7,7
Oslo,Palo Alto,7,7
Miami,Palo Alto,7,7
Nanjing,Stuttgart,7,7
Dublin,Waterloo,7,7
Saint Petersburg,Seoul,7,7
Barcelona,Geneva,7,7
Rome,Wuhan,7,7
Dalian,Nanjing,7,7
Rome,Taipei,7,7
Hong Kong,Toulouse,7,7
Edmonton,Moscow,7,7
Haifa,New York,7,7
Miami,Oslo,7,7
Edmonton,Hong Kong,7,7
Melbourne,Phoenix,7,7
Edmonton,Hamburg,7,7
Brisbane,Pune,7,7
Ho Chi Minh City,Portland,7,7
Atlanta,Xi'an,7,7
Dubai,Pittsburgh,7,7
Budapest,Miami,7,7
Hong Kong,Salt Lake City,7,7
Oslo,Oxford,7,7
Hyderabad,Nairobi,7,7
Chicago,Kuala Lumpur,7,7
Brussels,Denver,7,7
Cambridge,Ho Chi Minh City,7,7
Edinburgh,Hyderabad,7,7
Athens,Pittsburgh,7,7
Istanbul,Lyon,7,7
Cape Town,Munich,7,7
Hyderabad,Wuhan,7,7
Cairo,Philadelphia,7,7
Cambridge,Saint Petersburg,7,7
Osaka,Vancouver,7,7
Hyderabad,Ottawa,7,7
Brisbane,Helsinki,7,7
Salt Lake City,Sao Paulo,7,7
Cambridge,Hanoi,7,7
Brisbane,Oslo,7,7
Hefei,Toronto,7,7
Berlin,Saint Petersburg,7,7
Phoenix,Portland,7,7
Hefei,Sydney,7,7
Istanbul,Oslo,7,7
Brisbane,Pittsburgh,7,7
Detroit,Tokyo,7,7
Salt Lake City,Toronto,7,7
Guangzhou,Rome,7,7
Ann Arbor,Mountain View,7,7
Moscow,Ottawa,7,7
Copenhagen,Lyon,7,7
Budapest,Dallas,7,7
Hyderabad,Phoenix,7,7
Portland,Salt Lake City,7,7
Delhi,Lyon,7,7
Hyderabad,Lausanne,7,7
Budapest,Helsinki,7,7
Buenos Aires,Dallas,7,7
Bristol,Mountain View,7,7
Hefei,Munich,7,7
Istanbul,Sao Paulo,7,7
Auckland,Warsaw,7,7
Austin,Cologne,7,7
Brussels,Chennai,7,7
Brussels,Dallas,7,7
Guangzhou,Lausanne,7,7
Denver,Xi'an,7,7
Nairobi,Singapore,7,7
Phoenix,Shenzhen,7,7
Cambridge,Cape Town,7,7
Ann Arbor,Moscow,7,7
Geneva,Melbourne,7,7
Guangzhou,Ho Chi Minh City,7,7
Cape Town,Portland,7,7
Geneva,Zurich,7,7
Brisbane,Taipei,6,6
Dubai,Perth,6,6
Budapest,Waterloo,6,6
Istanbul,Salt Lake City,6,6
Madrid,Rotterdam,6,6
Manchester,New Delhi,6,6
Heidelberg,Stockholm,6,6
Berlin,Detroit,6,6
Calgary,Copenhagen,6,6
Palo Alto,Rome,6,6
Helsinki,Istanbul,6,6
Athens,Guangzhou,6,6
Dallas,Frankfurt,6,6
Hong Kong,Phoenix,6,6
Athens,Mountain View,6,6
Ann Arbor,Kolkata,6,6
Tokyo,Tsukuba,6,6
Manchester,Waterloo,6,6
Frankfurt,Istanbul,6,6
Mexico City,Sydney,6,6
Edinburgh,Philadelphia,6,6
Frankfurt,Perth,6,6
Calgary,Lagos,6,6
Brisbane,Philadelphia,6,6
Helsinki,Hyderabad,6,6
Philadelphia,Salt Lake City,6,6
Ann Arbor,Sunnyvale,6,6
London,Tsukuba,6,6
Istanbul,Perth,6,6
Lyon,Portland,6,6
Buenos Aires,Chengdu,6,6
Stockholm,Waterloo,6,6
Hyderabad,Oxford,6,6
Hanoi,Mountain View,6,6
Hangzhou,Phoenix,6,6
Hanoi,Ho Chi Minh City,6,6
Hamburg,Santiago,6,6
Bangkok,Kolkata,6,6
Guangzhou,Santiago,6,6
Lisbon,Tel Aviv,6,6
Kyoto,Melbourne,6,6
Stuttgart,Wuhan,6,6
Stuttgart,Xi'an,6,6
Minneapolis,Pune,6,6
Seoul,Tianjin,6,6
Cupertino,Moscow,6,6
Dubai,Lausanne,6,6
Waterloo,Wuhan,6,6
Osaka,Toronto,6,6
Waterloo,Xi'an,6,6
Cape Town,Mountain View,6,6
Ann Arbor,Redmond,6,6
Busan,Shanghai,6,6
Phoenix,San Jose,6,6
Dublin,Rio de Janeiro,6,6
Buenos Aires,Istanbul,6,6
Bangkok,Lyon,6,6
Santiago,Vienna,6,6
Athens,Philadelphia,6,6
Dubai,Helsinki,6,6
Boulder,Ho Chi Minh City,6,6
Brisbane,Phoenix,6,6
Bristol,Hangzhou,6,6
Ankara,Chengdu,6,6
Pune,Xi'an,6,6
Moscow,Toulouse,6,6
Boston,Johannesburg,6,6
Brussels,Lisbon,6,6
Mumbai,Xi'an,6,6
Amsterdam,Osaka,6,6
Melbourne,Xi'an,6,6
Johannesburg,Pune,6,6
Ho Chi Minh City,Vienna,6,6
Chengdu,Delhi,6,6
Johannesburg,Los Angeles,6,6
Dubai,Ho Chi Minh City,6,6
Delft,Madrid,6,6
Copenhagen,Helsinki,6,6
Copenhagen,Phoenix,6,6
Houston,Salt Lake City,6,6
Delft,Mumbai,6,6
Beijing,Riyadh,6,6
Delhi,Phoenix,6,6
Abu Dhabi,Moscow,6,6
Mumbai,Riyadh,6,6
Ho Chi Minh City,Taipei,6,6
Chengdu,Manchester,6,6
Chennai,Helsinki,6,6
Chengdu,Santiago,6,6
Boulder,Chennai,6,6
San Diego,Suzhou,6,6
Istanbul,Rio de Janeiro,6,6
Pune,Salt Lake City,6,6
Oslo,Perth,6,6
Lima,Rome,6,6
San Jose,Toulouse,6,6
Dallas,Stuttgart,6,6
Ann Arbor,New Delhi,6,6
New Delhi,Oslo,6,6
Cologne,Portland,6,6
Austin,Hefei,6,6
Chennai,Manchester,6,6
Ann Arbor,Chennai,6,6
Abu Dhabi,Warsaw,6,6
Budapest,Palo Alto,6,6
Boston,Geneva,6,6
Ottawa,Santiago,6,6
Cologne,Hamburg,6,6
Istanbul,Tianjin,6,6
Ottawa,Xi'an,6,6
Melbourne,Mexico City,6,6
Boston,Kyoto,6,6
Mumbai,Suzhou,6,6
Denver,Rio de Janeiro,6,6
Bengaluru,Gothenburg,6,6
Lausanne,Lyon,6,6
Eindhoven,Miami,6,6
Houston,Philadelphia,6,6
Perth,Philadelphia,6,6
Edinburgh,Warsaw,6,6
Cologne,Melbourne,6,6
Beijing,Mexico City,6,6
Cape Town,Toulouse,6,6
Eindhoven,Stockholm,6,6
Barcelona,Heidelberg,6,6
Lyon,Toulouse,6,6
Denver,Minneapolis,6,6
Brussels,Delhi,6,6
Edinburgh,Melbourne,6,6
Brussels,Moscow,6,6
Rotterdam,Zurich,6,6
Rotterdam,Seoul,6,6
Kyoto,Stockholm,6,6
Atlanta,Bangkok,6,6
Paris,Riyadh,6,6
Madrid,Mexico City,6,6
Manchester,Rome,6,6
Hamburg,Manchester,6,6
Canberra,Shanghai,6,6
Bucharest,Guangzhou,6,6
Edmonton,Portland,6,6
Manchester,Philadelphia,6,6
Daejeon,Seoul,6,6
Daejeon,Shanghai,6,6
Daejeon,Shenzhen,6,6
Oslo,Philadelphia,6,6
Cupertino,Philadelphia,6,6
Oslo,Waterloo,6,6
Edmonton,Munich,6,6
Boulder,Copenhagen,6,6
Edmonton,Mumbai,6,6
Abu Dhabi,Miami,6,6
Edinburgh,Sao Paulo,6,6
Edinburgh,Portland,6,6
Hanoi,New Delhi,6,6
Edinburgh,Oxford,6,6
Abu Dhabi,Suzhou,6,6
Guangzhou,Ottawa,6,6
Hangzhou,Nairobi,6,6
Abu Dhabi,Helsinki,6,6
Daejeon,London,6,6
Hsinchu,Zurich,6,6
Seattle,Turin,6,6
Buenos Aires,Cambridge,6,6
Hsinchu,Mountain View,6,6
Budapest,Portland,6,6
Delft,Mountain View,6,6
Oxford,Portland,6,6
Madrid,Waterloo,6,6
Canberra,San Francisco,6,6
Stockholm,Suzhou,6,6
Palo Alto,Suzhou,6,6
Kuala Lumpur,Philadelphia,6,6
Dublin,Turin,6,6
Chennai,Ottawa,6,6
Chennai,Suzhou,6,6
Budapest,Dublin,6,6
Cologne,Hyderabad,6,6
Delft,Stockholm,6,6
Dallas,Delhi,6,6
Abu Dhabi,Atlanta,6,6
Bucharest,Houston,6,6
Dublin,Heidelberg,6,6
Rome,Xi'an,6,6
Athens,Dublin,6,6
Auckland,Mumbai,6,6
Austin,Mexico City,6,6
Austin,Canberra,6,6
Pittsburgh,Salt Lake City,6,6
Ankara,Ho Chi Minh City,6,6
Houston,Raleigh,6,6
Ho Chi Minh City,Redmond,6,6
Osaka,Singapore,6,6
Auckland,Redmond,6,6
Frankfurt,Kolkata,6,6
Los Angeles,Osaka,6,6
Frankfurt,Madrid,6,6
Miami,Ottawa,6,6
Denver,Lyon,6,6
Denver,Stuttgart,6,6
Ho Chi Minh City,Lagos,6,6
Gothenburg,Mumbai,6,6
Brisbane,Dallas,6,6
Bristol,Vancouver,6,6
Buenos Aires,Sao Paulo,6,6
Dallas,Edmonton,6,6
Cairo,Helsinki,6,6
Lausanne,New Delhi,6,6
Hyderabad,Suzhou,6,6
Kuala Lumpur,Montreal,6,6
Redmond,Xi'an,6,6
Kuala Lumpur,Sydney,6,6
Denver,Edmonton,6,6
Atlanta,Cupertino,6,6
Canberra,Singapore,6,6
New Delhi,Oxford,6,6
Nanjing,Rome,6,6
Ho Chi Minh City,Nanjing,6,6
Budapest,Lyon,6,6
Manchester,Milan,6,6
Cairo,Frankfurt,6,6
Phoenix,San Diego,6,6
Cairo,Denver,6,6
Buenos Aires,Tel Aviv,6,6
Berlin,Mexico City,6,6
Berlin,Canberra,6,6
Budapest,Guangzhou,6,6
Manchester,Palo Alto,6,6
Houston,Lausanne,6,6
Chengdu,Waterloo,6,6
Minneapolis,Portland,6,6
Brussels,Houston,6,6
Grenoble,Paris,6,6
Minneapolis,Wuhan,6,6
Minneapolis,Washington,6,6
Minneapolis,Vienna,6,6
Minneapolis,San Jose,6,6
Bucharest,Prague,6,6
Minneapolis,Palo Alto,6,6
Mountain View,Stuttgart,6,6
Bucharest,Pune,6,6
New Delhi,Ottawa,6,6
Lisbon,Waterloo,6,6
Jakarta,Kolkata,6,6
Athens,Warsaw,6,6
Minneapolis,Rome,6,6
Ho Chi Minh City,Perth,6,6
Barcelona,Grenoble,6,6
Dublin,Toulouse,6,6
Houston,Oslo,6,6
Cupertino,Raleigh,6,6
Bucharest,Pittsburgh,6,6
Bucharest,Sunnyvale,6,6
Cambridge,Phoenix,6,6
Auckland,Pittsburgh,6,6
Auckland,Philadelphia,6,6
Boulder,Cupertino,6,6
Hamburg,Stuttgart,6,6
Turin,Zurich,6,6
Bangkok,Moscow,6,6
Oxford,San Diego,6,6
Bangkok,Boulder,6,6
Geneva,Portland,6,6
Cologne,Milan,6,6
Perth,Vienna,6,6
Salt Lake City,Washington,6,6
Beijing,Grenoble,6,6
Melbourne,Saint Petersburg,6,6
Geneva,Milan,6,6
Redmond,Warsaw,6,6
Palo Alto,Salt Lake City,6,6
Dublin,Jakarta,6,6
Edmonton,Guangzhou,6,6
Bengaluru,Geneva,6,6
Madrid,Minneapolis,6,6
Prague,Xi'an,6,6
Cupertino,Washington,6,6
Toulouse,Vienna,6,6
Cupertino,Miami,6,6
Cupertino,Dublin,6,6
Cupertino,Hamburg,6,6
Chengdu,Cupertino,6,6
Cape Town,Vienna,6,6
Cape Town,Pune,6,6
Athens,Manchester,6,6
Cape Town,Madrid,6,6
Cape Town,Istanbul,6,6
Cape Town,Chicago,6,6
Athens,Portland,6,6
Barcelona,Cologne,6,6
Bangkok,Sunnyvale,6,6
Buenos Aires,Lyon,6,6
Bengaluru,Dalian,6,6
Lima,Waterloo,6,6
Beijing,Nagoya,6,6
Hefei,Palo Alto,6,6
Ottawa,Oxford,6,6
Buenos Aires,Hyderabad,6,6
Amsterdam,Grenoble,6,6
Cairo,Lausanne,6,6
Amsterdam,Tianjin,6,6
Edmonton,Mountain View,6,6
Los Angeles,Nairobi,6,6
Cape Town,Ottawa,6,6
Cape Town,Mumbai,6,6
Bucharest,Portland,6,6
Abu Dhabi,Mountain View,6,6
Houston,Ottawa,6,6
Hefei,Tianjin,6,6
Dublin,Minneapolis,6,6
Lisbon,Rio de Janeiro,6,6
Dubai,Philadelphia,6,6
Lyon,Warsaw,6,6
Busan,New York,6,6
Houston,Istanbul,6,6
Delhi,Oxford,6,6
Hyderabad,Kuala Lumpur,6,6
Buenos Aires,Pittsburgh,6,6
Boulder,Dublin,6,6
Lagos,Moscow,6,6
Hamburg,Rotterdam,6,6
Jerusalem,New York,6,6
Lyon,Nanjing,6,6
Lyon,Oxford,6,6
Lyon,Tel Aviv,6,6
Ankara,Boulder,6,6
Edinburgh,Washington,6,6
Copenhagen,Lausanne,6,6
Amsterdam,Eindhoven,6,6
Atlanta,Delft,6,6
Copenhagen,Wuhan,6,6
Eindhoven,Hangzhou,6,6
Minneapolis,New Delhi,6,6
Milan,Redmond,6,6
Bristol,Moscow,6,6
Minneapolis,Shenzhen,6,6
Brisbane,Istanbul,6,6
Hsinchu,Xi'an,6,6
Bristol,Copenhagen,6,6
Lagos,Vienna,6,6
Hanoi,Wuhan,6,6
Rotterdam,Sao Paulo,6,6
Kuala Lumpur,Raleigh,6,6
Kolkata,Palo Alto,6,6
Calgary,Madrid,6,6
Helsinki,Raleigh,6,6
Lisbon,Toulouse,6,6
Kolkata,Suzhou,6,6
Bucharest,Madrid,6,6
Raleigh,Toulouse,6,6
Nairobi,Stockholm,6,6
Delhi,Redmond,6,6
Lyon,Rome,6,6
Atlanta,Cairo,6,6
Istanbul,Redmond,6,6
Dublin,Xi'an,6,6
Cairo,Moscow,6,6
Edmonton,Hangzhou,6,6
Eindhoven,Palo Alto,6,6
Heidelberg,Raleigh,6,6
Edmonton,Warsaw,6,6
Cairo,Chennai,6,6
Eindhoven,Shenzhen,6,6
Berlin,Hefei,6,6
Budapest,San Diego,6,6
Heidelberg,Pune,6,6
Suzhou,Washington,6,6
Krakow,London,6,6
Athens,Palo Alto,6,6
Athens,Moscow,6,6
Portland,Stuttgart,6,6
Heidelberg,Sydney,6,6
Kyoto,Miami,6,6
Barcelona,Eindhoven,6,6
Dublin,Edmonton,6,6
Atlanta,Riyadh,6,6
Cologne,Stockholm,6,6
Barcelona,Toulouse,6,6
Austin,Hsinchu,6,6
Cairo,Milan,6,6
Miami,Nanjing,6,6
Ho Chi Minh City,Rome,6,6
Delft,Lisbon,6,6
Ho Chi Minh City,Stuttgart,6,6
Nanjing,Oxford,6,6
Dallas,Rome,6,6
Abu Dhabi,San Jose,6,6
Hefei,Paris,6,6
Nanjing,Tel Aviv,6,6
Auckland,Istanbul,6,6
Helsinki,Ottawa,6,6
Lagos,Palo Alto,6,6
Helsinki,Kolkata,6,6
Frankfurt,Philadelphia,6,6
Riyadh,Washington,6,6
Hanoi,San Jose,6,6
Ankara,Lisbon,6,6
Helsinki,Lisbon,6,6
Redmond,Santiago,6,6
Ankara,Washington,6,6
Brussels,Istanbul,6,6
Atlanta,Heidelberg,6,6
Auckland,Dublin,6,6
Delft,Montreal,6,6
Auckland,Hamburg,6,6
Lima,Stockholm,6,6
Cambridge,Rotterdam,6,6
Copenhagen,Nanjing,6,6
Denver,Jakarta,6,6
Brisbane,Edinburgh,6,6
Hsinchu,Vancouver,6,6
Chennai,Johannesburg,6,6
Jakarta,Mumbai,6,6
Chengdu,Osaka,6,6
Brisbane,Guangzhou,6,6
Dubai,Oslo,6,6
Hanoi,Prague,6,6
Brisbane,Palo Alto,6,6
Lyon,Stuttgart,6,6
Lyon,Santiago,6,6
Denver,Waterloo,6,6
Kuala Lumpur,Washington,6,6
Abu Dhabi,Palo Alto,6,6
Brussels,Dublin,6,6
Ankara,Prague,6,6
Rotterdam,Vancouver,6,6
Sunnyvale,Suzhou,6,6
Cape Town,Raleigh,6,6
Brisbane,Xi'an,6,6
Edinburgh,Madrid,6,6
Copenhagen,Milan,6,6
Chicago,Gothenburg,6,6
Cologne,Vienna,6,6
Bangkok,Sao Paulo,6,6
Chicago,Cologne,6,6
Dubai,Moscow,6,6
Mountain View,Suzhou,6,6
Hanoi,Montreal,6,6
Bucharest,Sao Paulo,6,6
Oslo,Suzhou,6,6
Hanoi,Mumbai,6,6
Helsinki,Nanjing,6,6
Delhi,Houston,6,6
Amsterdam,Jakarta,6,6
Bucharest,Lisbon,6,6
Lagos,Shenzhen,6,6
Auckland,Sunnyvale,6,6
Chicago,Lima,6,6
Budapest,Stuttgart,5,5
Edmonton,Stockholm,5,5
Lausanne,Sunnyvale,5,5
Lausanne,Philadelphia,5,5
Delft,Warsaw,5,5
San Francisco,Tsukuba,5,5
Oslo,Warsaw,5,5
Jakarta,Madrid,5,5
Istanbul,Manchester,5,5
Edinburgh,Miami,5,5
Santiago,Warsaw,5,5
Dublin,Lausanne,5,5
Bristol,Warsaw,5,5
Nairobi,Taipei,5,5
Guangzhou,Oslo,5,5
Milan,Oslo,5,5
Heidelberg,Shenzhen,5,5
Salt Lake City,Shenzhen,5,5
Heidelberg,Zurich,5,5
Barcelona,Johannesburg,5,5
Salt Lake City,Warsaw,5,5
Brisbane,Brussels,5,5
Edinburgh,San Diego,5,5
Lausanne,Palo Alto,5,5
Bangkok,Philadelphia,5,5
Chicago,Jakarta,5,5
Cologne,Pune,5,5
Edmonton,Taipei,5,5
Mexico City,Warsaw,5,5
Bristol,Houston,5,5
Bristol,Shenzhen,5,5
Edmonton,San Jose,5,5
Chennai,Lyon,5,5
Amsterdam,Johannesburg,5,5
Chennai,Frankfurt,5,5
Athens,Oslo,5,5
Athens,Perth,5,5
Athens,San Jose,5,5
Perth,Wuhan,5,5
Brisbane,Budapest,5,5
Oslo,Stuttgart,5,5
Lyon,Wuhan,5,5
Lima,Vienna,5,5
Dallas,Salt Lake City,5,5
Budapest,Perth,5,5
Bristol,Madrid,5,5
Lima,San Jose,5,5
Helsinki,Moscow,5,5
Chengdu,Lyon,5,5
Atlanta,Brussels,5,5
Brussels,Washington,5,5
Brussels,Tel Aviv,5,5
Auckland,Tianjin,5,5
Bristol,Hyderabad,5,5
Brussels,Kolkata,5,5
Brisbane,Dublin,5,5
Lagos,Miami,5,5
Gothenburg,Montreal,5,5
Brussels,Guangzhou,5,5
Haifa,Shanghai,5,5
Bristol,San Jose,5,5
Lyon,Waterloo,5,5
Philadelphia,Waterloo,5,5
Edmonton,Philadelphia,5,5
Austin,Tianjin,5,5
Edmonton,New Delhi,5,5
Lausanne,Washington,5,5
Ann Arbor,Brisbane,5,5
Heidelberg,Portland,5,5
Kolkata,Wuhan,5,5
Los Angeles,Tianjin,5,5
Ann Arbor,Chengdu,5,5
Ann Arbor,Dallas,5,5
Athens,Budapest,5,5
Ann Arbor,Helsinki,5,5
Cairo,Guangzhou,5,5
Oslo,Sunnyvale,5,5
Boston,Tianjin,5,5
Dallas,Manchester,5,5
Helsinki,Rome,5,5
Manchester,Santiago,5,5
Dubai,Santiago,5,5
Dallas,Lyon,5,5
Ann Arbor,Tel Aviv,5,5
Denver,Santiago,5,5
Delft,Sao Paulo,5,5
Pittsburgh,Raleigh,5,5
Edmonton,Zurich,5,5
Pittsburgh,Stuttgart,5,5
Boston,Haifa,5,5
Austin,Johannesburg,5,5
Haifa,London,5,5
Bristol,Pune,5,5
Athens,Raleigh,5,5
Lausanne,Lisbon,5,5
Chicago,Tianjin,5,5
Delft,Denver,5,5
Chennai,Riyadh,5,5
Helsinki,Tel Aviv,5,5
Berlin,Riyadh,5,5
Boston,Osaka,5,5
Jakarta,Pune,5,5
Hyderabad,Jakarta,5,5
Delhi,Jakarta,5,5
Amsterdam,Geneva,5,5
Cape Town,Miami,5,5
Hanoi,Hyderabad,5,5
Heidelberg,Prague,5,5
Boulder,Toulouse,5,5
Bucharest,Palo Alto,5,5
Rome,Toulouse,5,5
Lyon,Miami,5,5
Lyon,Milan,5,5
Lisbon,Nairobi,5,5
Hamburg,Nairobi,5,5
Grenoble,Munich,5,5
Delhi,Lisbon,5,5
Santiago,Tel Aviv,5,5
Ann Arbor,Denver,5,5
Johannesburg,Montreal,5,5
Toulouse,Warsaw,5,5
Ho Chi Minh City,Santiago,5,5
Minneapolis,Sunnyvale,5,5
Delft,Dubai,5,5
Lagos,Warsaw,5,5
Jakarta,Washington,5,5
Jakarta,Taipei,5,5
Jakarta,Sunnyvale,5,5
Jakarta,Pittsburgh,5,5
Hsinchu,Madrid,5,5
Frankfurt,Nanjing,5,5
Ann Arbor,Lagos,5,5
Boulder,Xi'an,5,5
Lausanne,Moscow,5,5
Lausanne,Portland,5,5
Lausanne,Tel Aviv,5,5
Dallas,Minneapolis,5,5
Boulder,Phoenix,5,5
Miami,Toulouse,5,5
Ankara,Nanjing,5,5
Mountain View,Toulouse,5,5
Cape Town,Washington,5,5
Eindhoven,Milan,5,5
Eindhoven,Riyadh,5,5
Lisbon,Manchester,5,5
Detroit,Zurich,5,5
Athens,Rome,5,5
Cologne,Madrid,5,5
Detroit,Montreal,5,5
Washington,Xi'an,5,5
Copenhagen,Manchester,5,5
Hsinchu,Milan,5,5
Denver,Hsinchu,5,5
Hsinchu,Redmond,5,5
Ann Arbor,Madrid,5,5
Eindhoven,Taipei,5,5
Lagos,Prague,5,5
Atlanta,Calgary,5,5
Denver,Suzhou,5,5
Ann Arbor,Wuhan,5,5
Bangkok,Raleigh,5,5
Hyderabad,Minneapolis,5,5
Ankara,Toulouse,5,5
Jakarta,Munich,5,5
Geneva,Moscow,5,5
Rome,Turin,5,5
Cologne,Denver,5,5
Chengdu,Lagos,5,5
Cape Town,San Diego,5,5
Cairo,Kolkata,5,5
Hanoi,Jakarta,5,5
Boston,Toulouse,5,5
Geneva,Miami,5,5
Geneva,Riyadh,5,5
Geneva,Taipei,5,5
Atlanta,Nairobi,5,5
Kyoto,Los Angeles,5,5
Brisbane,Miami,5,5
Kyoto,Mountain View,5,5
Cairo,Mountain View,5,5
Jakarta,Prague,5,5
Cologne,Sunnyvale,5,5
Abu Dhabi,Ankara,5,5
Athens,Brussels,5,5
Abu Dhabi,Sao Paulo,5,5
Abu Dhabi,Hyderabad,5,5
Boulder,Delft,5,5
Cape Town,Sunnyvale,5,5
Nagoya,New York,5,5
Delft,Guangzhou,5,5
Dubai,Hamburg,5,5
Atlanta,Jakarta,5,5
